charlie_pattern,delta_set,delta_entity,delta_mod1,delta_mod2,delta_sidc,label
"S*GPUSS1--*****",10,163700,00,00,10031000001637000000,"SUSTAINMENT US SUPPLY CLASS I"
"S*GPUSS2--*****",10,163800,00,00,10031000001638000000,"SUSTAINMENT US SUPPLY CLASS II"
"S*GPUSS3--*****",10,163900,00,00,10031000001639000000,"SUSTAINMENT US SUPPLY CLASS III"
"S*GPUSS3A-*****",10,163900,78,00,10031000001639007800,"SUSTAINMENT US SUPPLY CLASS III AVIATION MOD"
"S*GPUSS4--*****",10,164000,00,00,10031000001640000000,"SUSTAINMENT US SUPPLY CLASS IV"
"S*GPUSS5--*****",10,164100,00,00,10031000001641000000,"SUSTAINMENT US SUPPLY CLASS V"
"S*GPUSS6--*****",10,164200,00,00,10031000001642000000,"SUSTAINMENT US SUPPLY CLASS VI"
"S*GPUSS7--*****",10,164300,00,00,10031000001643000000,"SUSTAINMENT US SUPPLY CLASS VII"
"S*GPUSS8--*****",10,164400,00,00,10031000001644000000,"SUSTAINMENT US SUPPLY CLASS VIII"
"S*GPUSS9--*****",10,164500,00,00,10031000001645000000,"SUSTAINMENT US SUPPLY CLASS IX"
"S*GPUSSX--*****",10,164600,00,00,10031000001646000000,"SUSTAINMENT US SUPPLY CLASS X"
"S*GPUSSW--*****",10,164700,00,00,10031000001647000000,"SUSTAINMENT WATER"
"S*GPUSSWP-*****",10,164800,00,00,10031000001648000000,"SUSTAINMENT WATER PURIFICATION"
"S*GPUSAPB-*****",10,164900,00,00,10031000001649000000,"SUSTAINMENT BROADCAST"
"S*FPN-----*****",10,170100,63,00,10031000001701006300,"NAVAL NAVAL ET SPEC OPS SOF MOD"
"E*OPBA----*****",10,190000,00,00,10031000001900000000,"EMERGENCY OPERATION"
"E*OPDA----*****",10,200000,00,00,10031000002000000000,"LAW ENFORCEMENT"
"EFOPDDA---*****",10,200100,00,00,10031000002001000000,"LAW ENFORCEMENT BUREAU ATF"
"E*OPDEA---*****",10,200200,00,00,10031000002002000000,"LAW ENFORCEMENT BORDER PATROL"
"E*OPDFA---*****",10,200300,00,00,10031000002003000000,"LAW ENFORCEMENT CUSTOMS SERVICE"
"EFOPDGA---*****",10,200400,00,00,10031000002004000000,"LAW ENFORCEMENT DRUG ENFORCEMENT ADMINISTRATION DEA"
"EFOPDHA---*****",10,200500,00,00,10031000002005000000,"LAW ENFORCEMENT DEPARTMENT JUSTICE DOJ"
"EFOPDIA---*****",10,200600,00,00,10031000002006000000,"LAW ENFORCEMENT FEDERAL BUREAU INVESTIGATION FBI"
"S*GPUULC--*****",10,200700,00,00,10031000002007000000,"LAW ENFORCEMENT POLICE"
"EFOPDLA---*****",10,200900,00,00,10031000002009000000,"LAW ENFORCEMENT UNITED STATES SECRET SERVICE USSS"
"EFOPDMA---*****",10,201000,00,00,10031000002010000000,"LAW ENFORCEMENT TRANSPORTATION SECURITY ADMINISTRATION TSA"
"E*OPDNA---*****",10,201100,00,00,10031000002011000000,"LAW ENFORCEMENT COAST GUARD"
"EFOPDOA---*****",10,201200,00,00,10031000002012000000,"LAW ENFORCEMENT US MARSHALS SERVICE"
"S*GPUCII--*****",10,121105,00,00,10031000001211050000,"MOVEMENT AND MANEUVER INFANTRY INFANTRY FIGHTING VEHICLE"
"S*GPUCAWS-*****",10,120400,01,51,10031000001204000151,"MOVEMENT AND MANEUVER ANTITANK ANTIARMOR AIR MOBILE AIR ASSAULT MOD WHEELED MOD"
"S*GPUCFRMR*****",10,130301,41,51,10031000001303014151,"FIRES FIELD ARTILLERY FA SELF PROPELLED MULTIPLE ROCKET LAUNCHER MOD WHEELED MOD"
"S*GPUCFRMT*****",10,130302,41,47,10031000001303024147,"FIRES FIELD ARTILLERY FA TARGET ACQUISITION MULTIPLE ROCKET LAUNCHER MOD TOWED MOD"
"S*GPU-----*****",10,000000,00,00,10031000000000000000,"UNIT"
"S*GPUCDSC-*****",10,111100,00,00,10031000001111000000,"COMMAND AND CONTROL TACTICAL SATELLITE"
"S*UPWM----*****",36,110000,00,00,10033600001100000000,"SEA MINE GENERAL"
"S*UPWMG---*****",36,110100,00,00,10033600001101000000,"SEA MINE GENERAL SEA MINE BOTTOM"
"S*UPWMM---*****",36,110200,00,00,10033600001102000000,"SEA MINE GENERAL SEA MINE MOORED"
"S*UPWMF---*****",36,110300,00,00,10033600001103000000,"SEA MINE GENERAL SEA MINE FLOATING"
"S*UPWMS---*****",36,110400,00,00,10033600001104000000,"SEA MINE GENERAL SEA MINE RISING"
"S*UPWMO---*****",36,110500,00,00,10033600001105000000,"SEA MINE GENERAL SEA MINE OTHER POSITION"
"S*UPWMX---*****",36,110800,00,00,10033600001108000000,"SEA MINE GENERAL EXERCISE MINE GENERAL"
"S*UPWMGX--*****",36,110801,00,00,10033600001108010000,"SEA MINE GENERAL EXERCISE MINE GENERAL EXERCISE MINE BOTTOM"
"S*UPWMMX--*****",36,110802,00,00,10033600001108020000,"SEA MINE GENERAL EXERCISE MINE GENERAL EXERCISE MINE MOORED"
"S*UPWMFX--*****",36,110803,00,00,10033600001108030000,"SEA MINE GENERAL EXERCISE MINE GENERAL EXERCISE MINE FLOATING"
"S*UPWMSX--*****",36,110804,00,00,10033600001108040000,"SEA MINE GENERAL EXERCISE MINE GENERAL EXERCISE MINE RISING"
"S*UPWMD---*****",36,110900,00,00,10033600001109000000,"SEA MINE GENERAL NEUTRALIZED MINE GENERAL"
"S*UPWMGD--*****",36,110901,00,00,10033600001109010000,"SEA MINE GENERAL NEUTRALIZED MINE GENERAL NEUTRALIZED MINE BOTTOM"
"S*UPWMMD--*****",36,110902,00,00,10033600001109020000,"SEA MINE GENERAL NEUTRALIZED MINE GENERAL NEUTRALIZED MINE MOORED"
"S*UPWMFD--*****",36,110903,00,00,10033600001109030000,"SEA MINE GENERAL NEUTRALIZED MINE GENERAL NEUTRALIZED MINE FLOATING"
"S*UPWMSD--*****",36,110904,00,00,10033600001109040000,"SEA MINE GENERAL NEUTRALIZED MINE GENERAL NEUTRALIZED MINE RISING"
"S*UPWMOD--*****",36,110905,00,00,10033600001109050000,"SEA MINE GENERAL NEUTRALIZED MINE GENERAL NEUTRALIZED MINE OTHER POSITION"
"S*UPX-----*****",36,120000,00,00,10033600001200000000,"UNEXPLODED ORDNANCE"
"S*UPWDM---*****",36,130000,00,00,10033600001300000000,"SEA MINE DECOY"
"S*UPWDMG--*****",36,130100,00,00,10033600001301000000,"SEA MINE DECOY SEA MINE DECOY BOTTOM"
"S*UPWDMM--*****",36,130200,00,00,10033600001302000000,"SEA MINE DECOY SEA MINE DECOY MOORED"
"S*UPWME---*****",36,150000,00,00,10033600001500000000,"MINE LIKE ECHO MILEC GENERAL"
"S*UPWMGE--*****",36,150100,00,00,10033600001501000000,"MINE LIKE ECHO MILEC GENERAL MINE LIKE ECHO BOTTOM"
"S*UPWMME--*****",36,150200,00,00,10033600001502000000,"MINE LIKE ECHO MILEC GENERAL MINE LIKE ECHO MOORED"
"S*UPWMFE--*****",36,150300,00,00,10033600001503000000,"MINE LIKE ECHO MILEC GENERAL MINE LIKE ECHO FLOATING"
"S*UPWMR---*****",36,160000,00,00,10033600001600000000,"NEGATIVE REACQUISITION GENERAL"
"S*UPWMGR--*****",36,160100,00,00,10033600001601000000,"NEGATIVE REACQUISITION GENERAL NEGATIVE REACQUISITION BOTTOM"
"S*UPWMMR--*****",36,160200,00,00,10033600001602000000,"NEGATIVE REACQUISITION GENERAL NEGATIVE REACQUISITION MOORED"
"S*UPWMFR--*****",36,160300,00,00,10033600001603000000,"NEGATIVE REACQUISITION GENERAL NEGATIVE REACQUISITION FLOATING"
"S*UPWMB---*****",36,170000,00,00,10033600001700000000,"OBSTRUCTOR"
"S*UPWMBD--*****",36,170100,00,00,10033600001701000000,"OBSTRUCTOR NEUTRALIZED OBSTRUCTOR"
"S*UPWMA---*****",36,180000,00,00,10033600001800000000,"GENERAL MINE ANCHOR"
"S*UPWMN---*****",36,190000,00,00,10033600001900000000,"NON MINE MINE LIKE NMLO GENERAL"
"S*UPWMGO--*****",36,190100,00,00,10033600001901000000,"NON MINE MINE LIKE NMLO GENERAL NON MINE MINE LIKE BOTTOM"
"S*UPWMMO--*****",36,190200,00,00,10033600001902000000,"NON MINE MINE LIKE NMLO GENERAL NON MINE MINE LIKE MOORED"
"S*UPWMFO--*****",36,190300,00,00,10033600001903000000,"NON MINE MINE LIKE NMLO GENERAL NON MINE MINE LIKE FLOATING"
"S*UPE-----*****",36,200000,00,00,10033600002000000000,"ENVIRONMENTAL REPORT LOCATION"
"S*UPV-----*****",36,210000,00,00,10033600002100000000,"DIVE REPORT LOCATION"
"WOS-HHDMDFP----",36,110000,00,00,10033600001100000000,"SEA MINE GENERAL DEFINITE"
"WOS-HHDMDBP----",36,110000,00,00,10033600001100000000,"SEA MINE GENERAL DOUBTFUL"
"WOS-IBG---P----",46,110103,00,00,10034600001101030000,"ICE SYSTEMS ICEBERGS ICEBERG GENERAL"
"WOS-IBM---P----",46,110101,00,00,10034600001101010000,"ICE SYSTEMS ICEBERGS MANY ICEBERGS"
"WOS-IBBS--P----",46,110102,00,00,10034600001101020000,"ICE SYSTEMS ICEBERGS ICEBERGS BELTS STRIPS"
"WOS-IBMG--P----",46,110104,00,00,10034600001101040000,"ICE SYSTEMS ICEBERGS MANY ICEBERGS GENERAL"
"WOS-IBBB--P----",46,110105,00,00,10034600001101050000,"ICE SYSTEMS ICEBERGS BERGY BIT"
"WOS-IBBBM-P----",46,110106,00,00,10034600001101060000,"ICE SYSTEMS ICEBERGS MANY BERGY BITS"
"WOS-IBGL--P----",46,110107,00,00,10034600001101070000,"ICE SYSTEMS ICEBERGS GROWLER"
"WOS-IBGLM-P----",46,110108,00,00,10034600001101080000,"ICE SYSTEMS ICEBERGS MANY GROWLERS"
"WOS-IBF---P----",46,110109,00,00,10034600001101090000,"ICE SYSTEMS ICEBERGS FLOEBERG"
"WOS-IBII--P----",46,110110,00,00,10034600001101100000,"ICE SYSTEMS ICEBERGS ICE ISLAND"
"WOS-ICWB--P----",46,110201,00,00,10034600001102010000,"ICE SYSTEMS ICE CONCENTRATION BERGY WATER"
"WOS-ICWR--P----",46,110202,00,00,10034600001102020000,"ICE SYSTEMS ICE CONCENTRATION WATER WITH RADAR TARGETS"
"WOS-ICIF--P----",46,110203,00,00,10034600001102030000,"ICE SYSTEMS ICE CONCENTRATION ICE FREE"
"WOS-IDC---P----",46,110301,00,00,10034600001103010000,"ICE SYSTEMS DYNAMIC PROCESSES CONVERGENCE"
"WOS-IDD---P----",46,110302,00,00,10034600001103020000,"ICE SYSTEMS DYNAMIC PROCESSES DIVERGENCE"
"WOS-IDS---P----",46,110303,00,00,10034600001103030000,"ICE SYSTEMS DYNAMIC PROCESSES SHEARING SHEAR ZONE"
"WO-DIDID---L---",46,110304,00,00,10034600001103040000,"ICE SYSTEMS DYNAMIC PROCESSES ICE DRIFT DIRECTION"
"WOS-II----P----",46,110400,00,00,10034600001104000000,"ICE SYSTEMS SEA ICE"
"WOS-IITM--P----",46,110401,00,00,10034600001104010000,"ICE SYSTEMS SEA ICE ICE THICKNESS OBSERVED"
"WOS-IITE--P----",46,110402,00,00,10034600001104020000,"ICE SYSTEMS SEA ICE ICE THICKNESS ESTIMATED"
"WOS-IIP---P----",46,110403,00,00,10034600001104030000,"ICE SYSTEMS SEA ICE MELT PUDDLES FLOODED ICE"
"WO-DILOV---L---",46,110501,00,00,10034600001105010000,"ICE SYSTEMS ICE LIMITS LIMITS VISUAL OBSERVATION"
"WO-DILUC---L---",46,110502,00,00,10034600001105020000,"ICE SYSTEMS ICE LIMITS LIMITS UNDER CAST"
"WO-DILOR---L---",46,110503,00,00,10034600001105030000,"ICE SYSTEMS ICE LIMITS LIMITS RADAR OBSERVATION"
"WO-DILIEO--L---",46,110504,00,00,10034600001105040000,"ICE SYSTEMS ICE LIMITS OBSERVED ICE EDGE BOUNDARY"
"WO-DILIEE--L---",46,110505,00,00,10034600001105050000,"ICE SYSTEMS ICE LIMITS ESTIMATED ICE EDGE BOUNDARY"
"WO-DILIER--L---",46,110506,00,00,10034600001105060000,"ICE SYSTEMS ICE LIMITS ICE EDGE BOUNDARY FROM RADAR"
"WO-DIOC----L---",46,110601,00,00,10034600001106010000,"ICE SYSTEMS OPENINGS IN THE ICE CRACKS"
"WO-DIOCS---L---",46,110602,00,00,10034600001106020000,"ICE SYSTEMS OPENINGS IN THE ICE CRACKS SPECIFIC LOCATION"
"WO-DIOL----L---",46,110603,00,00,10034600001106030000,"ICE SYSTEMS OPENINGS IN THE ICE LEAD"
"WO-DIOLF---L---",46,110604,00,00,10034600001106040000,"ICE SYSTEMS OPENINGS IN THE ICE FROZEN LEAD"
"WOS-ISC---P----",46,110700,00,00,10034600001107000000,"ICE SYSTEMS SNOW COVER"
"WOS-ISS---P----",46,110701,00,00,10034600001107010000,"ICE SYSTEMS SNOW COVER SASTRUGI WITH ORIENTATION"
"WOS-ITRH--P----",46,110801,00,00,10034600001108010000,"ICE SYSTEMS TOPOGRAPHICAL FEATURES RIDGES HUMMOCKS"
"WOS-ITR---P----",46,110802,00,00,10034600001108020000,"ICE SYSTEMS TOPOGRAPHICAL FEATURES RAFTING"
"WOS-ITBB--P----",46,110803,00,00,10034600001108030000,"ICE SYSTEMS TOPOGRAPHICAL FEATURES JAMMED BRASH BARRIER"
"WOS-HDS---P----",46,120101,00,00,10034600001201010000,"HYDROGRAPHY DEPTH SOUNDINGS"
"WO-DHDDL---L---",46,120102,00,00,10034600001201020000,"HYDROGRAPHY DEPTH DEPTH CURVE"
"WO-DHDDC---L---",46,120103,00,00,10034600001201030000,"HYDROGRAPHY DEPTH DEPTH CONTOUR"
"WO-DHDDA----A--",46,120104,00,00,10034600001201040000,"HYDROGRAPHY DEPTH DEPTH AREA"
"WO-DHCC----L---",46,120201,00,00,10034600001202010000,"HYDROGRAPHY COASTAL HYDROGRAPHY COASTLINE"
"WO-DHCI-----A--",46,120202,00,00,10034600001202020000,"HYDROGRAPHY COASTAL HYDROGRAPHY ISLAND"
"WO-DHCB-----A--",46,120203,00,00,10034600001202030000,"HYDROGRAPHY COASTAL HYDROGRAPHY BEACH"
"WO-DHCW-----A--",46,120204,00,00,10034600001202040000,"HYDROGRAPHY COASTAL HYDROGRAPHY WATER"
"WO-DHCF----L---",46,120205,00,00,10034600001202050000,"HYDROGRAPHY COASTAL HYDROGRAPHY FORESHORE LINE"
"WO-DHCF-----A--",46,120206,00,00,10034600001202060000,"HYDROGRAPHY COASTAL HYDROGRAPHY FORESHORE AREA"
"WOS-HPB-O-P----",46,120302,00,00,10034600001203020000,"HYDROGRAPHY PORTS HARBORS BERTHS ONSHORE"
"WOS-HPB-A-P----",46,120303,00,00,10034600001203030000,"HYDROGRAPHY PORTS HARBORS BERTHS ANCHOR"
"WOS-HPBA--P----",46,120304,00,00,10034600001203040000,"HYDROGRAPHY PORTS HARBORS ANCHORAGE POINT"
"WO-DHPBA---L---",46,120305,00,00,10034600001203050000,"HYDROGRAPHY PORTS HARBORS ANCHORAGE LINE"
"WO-DHPBA----A--",46,120306,00,00,10034600001203060000,"HYDROGRAPHY PORTS HARBORS ANCHORAGE AREA"
"WOS-HPCP--P----",46,120307,00,00,10034600001203070000,"HYDROGRAPHY PORTS HARBORS CALL IN POINT"
"WO-DHPBP---L---",46,120308,00,00,10034600001203080000,"HYDROGRAPHY PORTS HARBORS PIER WHARF QUAY"
"WOS-HPFH--P----",46,120309,00,00,10034600001203090000,"HYDROGRAPHY PORTS HARBORS FISHING HARBOR POINT"
"WOS-HPFS--P----",46,120310,00,00,10034600001203100000,"HYDROGRAPHY PORTS HARBORS FISH WEIRS POINT"
"WOS-HPFS---L---",46,120311,00,00,10034600001203110000,"HYDROGRAPHY PORTS HARBORS FISH STAKES POINT"
"WOS-HPFF----A--",46,120312,00,00,10034600001203120000,"HYDROGRAPHY PORTS HARBORS FISH TRAPS AREA"
"WO-DHPMD----A--",46,120314,00,00,10034600001203140000,"HYDROGRAPHY PORTS HARBORS DRYDOCK"
"WOS-HPML--P----",46,120315,00,00,10034600001203150000,"HYDROGRAPHY PORTS HARBORS LANDING PLACE"
"WO-DHPMO--P----",46,120316,00,00,10034600001203160000,"HYDROGRAPHY PORTS HARBORS OFFSHORE LOADING FACILITY POINT"
"WO-DHPMO---L---",46,120317,00,00,10034600001203170000,"HYDROGRAPHY PORTS HARBORS OFFSHORE LOADING FACILITY LINE"
"WO-DHPMO----A--",46,120318,00,00,10034600001203180000,"HYDROGRAPHY PORTS HARBORS OFFSHORE LOADING FACILITY AREA"
"WO-DHPMRA--L---",46,120319,00,00,10034600001203190000,"HYDROGRAPHY PORTS HARBORS RAMP ABOVE WATER"
"WO-DHPMRB--L---",46,120320,00,00,10034600001203200000,"HYDROGRAPHY PORTS HARBORS RAMP BELOW WATER"
"WOS-HPM-R-P----",46,120321,00,00,10034600001203210000,"HYDROGRAPHY PORTS HARBORS LANDING RING"
"WOS-HPM-FC-L---",46,120322,00,00,10034600001203220000,"HYDROGRAPHY PORTS HARBORS FERRY CROSSING"
"WOS-HPM-CC-L---",46,120323,00,00,10034600001203230000,"HYDROGRAPHY PORTS HARBORS CABLE FERRY CROSSING"
"WOS-HPD---P----",46,120324,00,00,10034600001203240000,"HYDROGRAPHY PORTS HARBORS DOLPHIN"
"WO-DHPSPA--L---",46,120326,00,00,10034600001203260000,"HYDROGRAPHY PORTS HARBORS BREAKWATER GROIN JETTY ABOVE WATER"
"WO-DHPSPB--L---",46,120327,00,00,10034600001203270000,"HYDROGRAPHY PORTS HARBORS BREAKWATER GROIN JETTY BELOW WATER"
"WO-DHPSPS--L---",46,120328,00,00,10034600001203280000,"HYDROGRAPHY PORTS HARBORS SEAWALL"
"WOS-HABA--P----",46,120401,00,00,10034600001204010000,"HYDROGRAPHY AIDS NAVIGATION BEACON"
"WOS-HABB--P----",46,120402,00,00,10034600001204020000,"HYDROGRAPHY AIDS NAVIGATION BUOY DEFAULT"
"WOS-HABM--P----",46,120403,00,00,10034600001204030000,"HYDROGRAPHY AIDS NAVIGATION MARKER"
"WOS-HABP--P----",46,120404,00,00,10034600001204040000,"HYDROGRAPHY AIDS NAVIGATION PERCHES STAKES POINT"
"WO-DHABP----A--",46,120405,00,00,10034600001204050000,"HYDROGRAPHY AIDS NAVIGATION PERCHES STAKES AREA"
"WOS-HAL---P----",46,120406,00,00,10034600001204060000,"HYDROGRAPHY AIDS NAVIGATION LIGHT"
"WO-DHALLA--L---",46,120407,00,00,10034600001204070000,"HYDROGRAPHY AIDS NAVIGATION LEADING LINE"
"WOS-HALV--P----",46,120408,00,00,10034600001204080000,"HYDROGRAPHY AIDS NAVIGATION LIGHT VESSEL LIGHT SHIP"
"WOS-HALH--P----",46,120409,00,00,10034600001204090000,"HYDROGRAPHY AIDS NAVIGATION LIGHTHOUSE"
"WOS-HHRS--P----",46,120501,00,00,10034600001205010000,"HYDROGRAPHY DANGERS HAZARDS ROCK SUBMERGED"
"WOS-HHRA--P----",46,120502,00,00,10034600001205020000,"HYDROGRAPHY DANGERS HAZARDS ROCK AWASHED"
"WO-DHHD-----A--",46,120503,00,00,10034600001205030000,"HYDROGRAPHY DANGERS HAZARDS UNDERWATER DANGER HAZARD"
"WOS-HHDF--P----",46,120504,00,00,10034600001205040000,"HYDROGRAPHY DANGERS HAZARDS FOUL GROUND POINT"
"WO-DHHDF----A--",46,120505,00,00,10034600001205050000,"HYDROGRAPHY DANGERS HAZARDS FOUL GROUND AREA"
"WO-DHHDK--P----",46,120506,00,00,10034600001205060000,"HYDROGRAPHY DANGERS HAZARDS KELP SEAWEED POINT"
"WO-DHHDK----A--",46,120507,00,00,10034600001205070000,"HYDROGRAPHY DANGERS HAZARDS KELP SEAWEED AREA"
"WOS-HHDS--P----",46,120508,00,00,10034600001205080000,"HYDROGRAPHY DANGERS HAZARDS SNAGS STUMPS"
"WOS-HHDWA-P----",46,120509,00,00,10034600001205090000,"HYDROGRAPHY DANGERS HAZARDS WRECK UNCOVERS"
"WOS-HHDWB-P----",46,120510,00,00,10034600001205100000,"HYDROGRAPHY DANGERS HAZARDS WRECK SUBMERGED"
"WO-DHHDB---L---",46,120511,00,00,10034600001205110000,"HYDROGRAPHY DANGERS HAZARDS BREAKERS"
"WOS-HHDR---L---",46,120512,00,00,10034600001205120000,"HYDROGRAPHY DANGERS HAZARDS REEF"
"WOS-HHDE--P----",46,120513,00,00,10034600001205130000,"HYDROGRAPHY DANGERS HAZARDS EDDIES OVERFALLS TIDE RIPS"
"WO-DHHDD----A--",46,120514,00,00,10034600001205140000,"HYDROGRAPHY DANGERS HAZARDS DISCOLORED WATER"
"WOS-BFC-S-P----",46,120601,00,00,10034600001206010000,"HYDROGRAPHY BOTTOM FEATURES BOTTOM CHARACTERISTICS SAND"
"WOS-BFC-M-P----",46,120602,00,00,10034600001206020000,"HYDROGRAPHY BOTTOM FEATURES BOTTOM CHARACTERISTICS MUD"
"WOS-BFC-CLP----",46,120603,00,00,10034600001206030000,"HYDROGRAPHY BOTTOM FEATURES BOTTOM CHARACTERISTICS CLAY"
"WOS-BFC-SIP----",46,120604,00,00,10034600001206040000,"HYDROGRAPHY BOTTOM FEATURES BOTTOM CHARACTERISTICS SILT"
"WOS-BFC-STP----",46,120605,00,00,10034600001206050000,"HYDROGRAPHY BOTTOM FEATURES BOTTOM CHARACTERISTICS STONES"
"WOS-BFC-G-P----",46,120606,00,00,10034600001206060000,"HYDROGRAPHY BOTTOM FEATURES BOTTOM CHARACTERISTICS GRAVEL"
"WOS-BFC-P-P----",46,120607,00,00,10034600001206070000,"HYDROGRAPHY BOTTOM FEATURES BOTTOM CHARACTERISTICS PEBBLES"
"WOS-BFC-CBP----",46,120608,00,00,10034600001206080000,"HYDROGRAPHY BOTTOM FEATURES BOTTOM CHARACTERISTICS COBBLES"
"WOS-BFC-R-P----",46,120609,00,00,10034600001206090000,"HYDROGRAPHY BOTTOM FEATURES BOTTOM CHARACTERISTICS ROCK"
"WOS-BFC-COP----",46,120610,00,00,10034600001206100000,"HYDROGRAPHY BOTTOM FEATURES BOTTOM CHARACTERISTICS CORAL"
"WOS-BFC-SHP----",46,120611,00,00,10034600001206110000,"HYDROGRAPHY BOTTOM FEATURES BOTTOM CHARACTERISTICS SHELL"
"WOS-BFQ-F-P----",46,120612,00,00,10034600001206120000,"HYDROGRAPHY BOTTOM FEATURES QUALIFYING TERMS FINE"
"WOS-BFQ-M-P----",46,120613,00,00,10034600001206130000,"HYDROGRAPHY BOTTOM FEATURES QUALIFYING TERMS MEDIUM"
"WOS-BFQ-C-P----",46,120614,00,00,10034600001206140000,"HYDROGRAPHY BOTTOM FEATURES QUALIFYING TERMS COARSE"
"WOS-TCCW--P----",46,120701,00,00,10034600001207010000,"HYDROGRAPHY TIDE AND CURRENT WATER TURBULENCE"
"WO-DTCCCFE-L---",46,120702,00,00,10034600001207020000,"HYDROGRAPHY TIDE AND CURRENT CURRENT FLOW EBB"
"WO-DTCCCFF-L---",46,120703,00,00,10034600001207030000,"HYDROGRAPHY TIDE AND CURRENT CURRENT FLOW FLOOD"
"WOS-TCCTD-P----",46,120704,00,00,10034600001207040000,"HYDROGRAPHY TIDE AND CURRENT TIDE DATA POINT"
"WOS-TCCTG-P----",46,120705,00,00,10034600001207050000,"HYDROGRAPHY TIDE AND CURRENT TIDE GAUGE"
"WO-DOBVA----A--",46,130101,00,00,10034600001301010000,"OCEANOGRAPHY BIOLUMINESCENCE VDR LEVEL 1 2"
"WO-DOBVB----A--",46,130102,00,00,10034600001301020000,"OCEANOGRAPHY BIOLUMINESCENCE VDR LEVEL 2 3"
"WO-DOBVC----A--",46,130103,00,00,10034600001301030000,"OCEANOGRAPHY BIOLUMINESCENCE VDR LEVEL 3 4"
"WO-DOBVD----A--",46,130104,00,00,10034600001301040000,"OCEANOGRAPHY BIOLUMINESCENCE VDR LEVEL 4 5"
"WO-DOBVE----A--",46,130105,00,00,10034600001301050000,"OCEANOGRAPHY BIOLUMINESCENCE VDR LEVEL 5 6"
"WO-DOBVF----A--",46,130106,00,00,10034600001301060000,"OCEANOGRAPHY BIOLUMINESCENCE VDR LEVEL 6 7"
"WO-DOBVG----A--",46,130107,00,00,10034600001301070000,"OCEANOGRAPHY BIOLUMINESCENCE VDR LEVEL 7 8"
"WO-DOBVH----A--",46,130108,00,00,10034600001301080000,"OCEANOGRAPHY BIOLUMINESCENCE VDR LEVEL 8 9"
"WO-DOBVI----A--",46,130109,00,00,10034600001301090000,"OCEANOGRAPHY BIOLUMINESCENCE VDR LEVEL 9 10"
"WO-DBSF-----A--",46,130201,00,00,10034600001302010000,"OCEANOGRAPHY BEACH SLOPE BEACH SLOPE FLAT"
"WO-DBSG-----A--",46,130202,00,00,10034600001302020000,"OCEANOGRAPHY BEACH SLOPE BEACH SLOPE GENTLE"
"WO-DBSM-----A--",46,130203,00,00,10034600001302030000,"OCEANOGRAPHY BEACH SLOPE BEACH SLOPE MODERATE"
"WO-DBST-----A--",46,130204,00,00,10034600001302040000,"OCEANOGRAPHY BEACH SLOPE BEACH SLOPE STEEP"
"WO-DGMSR----A--",46,140101,00,00,10034600001401010000,"GEOPHYSICS ACOUSTICS MINE WARFARE MIW BOTTOM DESCRIPTORS MIW BOTTOM SEDIMENTS SOLID ROCK"
"WO-DGMSC----A--",46,140102,00,00,10034600001401020000,"GEOPHYSICS ACOUSTICS MINE WARFARE MIW BOTTOM DESCRIPTORS MIW BOTTOM SEDIMENTS CLAY"
"WO-DGMSSVS--A--",46,140103,00,00,10034600001401030000,"GEOPHYSICS ACOUSTICS MINE WARFARE MIW BOTTOM DESCRIPTORS MIW BOTTOM SEDIMENTS VERY COARSE SAND"
"WO-DGMSSC---A--",46,140104,00,00,10034600001401040000,"GEOPHYSICS ACOUSTICS MINE WARFARE MIW BOTTOM DESCRIPTORS MIW BOTTOM SEDIMENTS COARSE SAND"
"WO-DGMSSM---A--",46,140105,00,00,10034600001401050000,"GEOPHYSICS ACOUSTICS MINE WARFARE MIW BOTTOM DESCRIPTORS MIW BOTTOM SEDIMENTS MEDIUM SAND"
"WO-DGMSSF---A--",46,140106,00,00,10034600001401060000,"GEOPHYSICS ACOUSTICS MINE WARFARE MIW BOTTOM DESCRIPTORS MIW BOTTOM SEDIMENTS FINE SAND"
"WO-DGMSSVF--A--",46,140107,00,00,10034600001401070000,"GEOPHYSICS ACOUSTICS MINE WARFARE MIW BOTTOM DESCRIPTORS MIW BOTTOM SEDIMENTS VERY FINE SAND"
"WO-DGMSIVF--A--",46,140108,00,00,10034600001401080000,"GEOPHYSICS ACOUSTICS MINE WARFARE MIW BOTTOM DESCRIPTORS MIW BOTTOM SEDIMENTS VERY FINE SILT"
"WO-DGMSIF---A--",46,140109,00,00,10034600001401090000,"GEOPHYSICS ACOUSTICS MINE WARFARE MIW BOTTOM DESCRIPTORS MIW BOTTOM SEDIMENTS FINE SILT"
"WO-DGMSIM---A--",46,140110,00,00,10034600001401100000,"GEOPHYSICS ACOUSTICS MINE WARFARE MIW BOTTOM DESCRIPTORS MIW BOTTOM SEDIMENTS MEDIUM SILT"
"WO-DGMSIC---A--",46,140111,00,00,10034600001401110000,"GEOPHYSICS ACOUSTICS MINE WARFARE MIW BOTTOM DESCRIPTORS MIW BOTTOM SEDIMENTS COARSE SILT"
"WO-DGMSB----A--",46,140112,00,00,10034600001401120000,"GEOPHYSICS ACOUSTICS MINE WARFARE MIW BOTTOM DESCRIPTORS MIW BOTTOM SEDIMENTS BOULDERS"
