family,code,label
delta,46140104,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Sediments - Coarse Sand"
delta,46140105,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Sediments - Medium Sand"
delta,46140106,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Sediments - Fine Sand"
delta,46140107,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Sediments - Very Fine Sand"
delta,46140108,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Sediments - Very Fine Silt"
delta,46140109,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Sediments - Fine Silt"
delta,46140110,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Sediments - Medium Silt"
delta,46140111,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Sediments - Coarse Silt"
delta,46140112,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Sediments - Boulders"
delta,46140113,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Sediments - Cobbles-Oyster Shells"
delta,46140114,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Sediments - Pebbles-Shells"
delta,46140115,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Sediments - Sand and Shells"
delta,46140116,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Sediment - Land"
delta,46140117,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Sediment - No Data"
delta,46140118,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / Bottom Roughness - Smooth"
delta,46140119,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / Bottom Roughness - Moderate"
delta,46140120,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / Bottom Roughness - Rough"
delta,46140121,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / Clutter (Bottom) - Low"
delta,46140122,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / Clutter (Bottom) - Medium"
delta,46140123,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / Clutter (Bottom) - High"
delta,46140124,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / Impact Burial - 0%"
delta,46140125,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / Impact Burial - 0-10%"
delta,46140126,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / Impact Burial - 10-20%"
delta,46140127,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / Impact Burial - 20-75%"
delta,46140128,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / Impact Burial - &gt;75%"
delta,46140129,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Category A"
delta,46140130,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Category B"
delta,46140131,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Category C"
delta,46140132,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Type A1"
delta,46140133,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Type A2"
delta,46140134,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Type A3"
delta,46140135,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Type B1"
delta,46140136,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Type B2"
delta,46140137,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Type B3"
delta,46140138,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Type C1"
delta,46140139,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Type C2"
delta,46140140,"Geophysics/Acoustics / Mine Warfare (MIW) Bottom Descriptors / MIW Bottom Type C3"
delta,46150000,"Limits"
delta,46150100,"Limits / Maritime Limit Boundary"
delta,46150200,"Limits / Maritime Area"
delta,46150300,"Limits / Restricted Area"
delta,46150400,"Limits / Swept Area"
delta,46150500,"Limits / Training Area"
delta,46150600,"Limits / Operator-Defined"
delta,46160000,"Man-Made Structures"
delta,46160100,"Man-Made Structures / Submarine Cable"
delta,46160200,"Man-Made Structures / Submerged Crib"
delta,46160300,"Man-Made Structures / Canal"
delta,46160400,"Man-Made Structures / Ford"
delta,46160500,"Man-Made Structures / Lock"
delta,46160600,"Man-Made Structures / Oil/Gas Rig"
delta,46160700,"Man-Made Structures / Oil/Gas Rig Field"
delta,46160800,"Man-Made Structures / Pipelines/Pipe"
delta,46160900,"Man-Made Structures / Pile/Piling/Post"
delta,51110000,"Signal Intercept"
delta,51110100,"Signal Intercept / Communications"
delta,51110200,"Signal Intercept / Jammer"
delta,51110300,"Signal Intercept / Radar"
delta,52110000,"Signal Intercept"
delta,52110100,"Signal Intercept / Communications"
delta,52110200,"Signal Intercept / Jammer"
delta,52110300,"Signal Intercept / Radar"
delta,50110000,"Signal Intercept"
delta,50110100,"Signal Intercept / Communications"
delta,50110200,"Signal Intercept / Jammer"
delta,50110300,"Signal Intercept / Radar"
delta,54110000,"Signal Intercept"
delta,54110100,"Signal Intercept / Communications"
delta,54110200,"Signal Intercept / Jammer"
delta,54110300,"Signal Intercept / Radar"
delta,53110000,"Signal Intercept"
delta,53110100,"Signal Intercept / Communications"
delta,53110200,"Signal Intercept / Jammer"
delta,53110300,"Signal Intercept / Radar"
delta,35110000,"Military"
delta,35110100,"Military / Submarine"
delta,35110101,"Military / Submarine / Submarine-Surfaced"
delta,35110102,"Military / Submarine / Submarine-Snorkeling"
delta,35110103,"Military / Submarine / Submarine-Bottomed"
delta,35110200,"Military / Other Submersible"
delta,35110300,"Military / Nonsubmarine"
delta,35110400,"Military / Autonomous Underwater Vehicle (AUV)/Unmanned Underwater Vehicle (UUV)"
delta,35110500,"Military / Diver"
delta,35120000,"Civilian"
delta,35120100,"Civilian / Submersible"
delta,35120200,"Civilian / Autonomous Underwater Vehicle (AUV)/ Underwater Vehicle (UUV)"
delta,35120300,"Civilian / Diver"
delta,35130000,"Weapon"
delta,35130100,"Weapon / Torpedo"
delta,35130200,"Weapon / Improvised Explosive Device (IED)"
delta,35130300,"Weapon / Decoy"
delta,35140000,"Echo Tracker Classifier (ETC) / Possible Contact (POSCON)"
delta,35150000,"Fused Track"
delta,35160000,"Manual Track"
delta,30110000,"Military"
delta,30120000,"Military Combatant"
delta,30120100,"Military Combatant / Carrier"
delta,30120200,"Military Combatant / Surface Combatant, Line"
delta,30120201,"Military Combatant / Surface Combatant, Line / Battleship"
delta,30120202,"Military Combatant / Surface Combatant, Line / Cruiser"
delta,30120203,"Military Combatant / Surface Combatant, Line / Destroyer"
delta,30120204,"Military Combatant / Surface Combatant, Line / Frigate"
delta,30120205,"Military Combatant / Surface Combatant, Line / Corvette"
delta,30120206,"Military Combatant / Surface Combatant, Line / Littoral Combatant Ship"
delta,30120300,"Military Combatant / Amphibious Warfare Ship"
delta,30120301,"Military Combatant / Amphibious Warfare Ship / Amphibious Command Ship"
delta,30120302,"Military Combatant / Amphibious Warfare Ship / Amphibious Assault, Non-specified"
delta,30120303,"Military Combatant / Amphibious Warfare Ship / Amphibious Assault Ship, General"
delta,30120304,"Military Combatant / Amphibious Warfare Ship / Amphibious Assault Ship, Multipurpose"
delta,30120305,"Military Combatant / Amphibious Warfare Ship / Amphibious Assault Ship, Helicopter"
delta,30120306,"Military Combatant / Amphibious Warfare Ship / Amphibious Transport Dock"
delta,30120307,"Military Combatant / Amphibious Warfare Ship / Landing Ship"
delta,30120308,"Military Combatant / Amphibious Warfare Ship / Landing Craft"
delta,30120400,"Military Combatant / Mine Warfare Ship"
delta,30120401,"Military Combatant / Mine Warfare Ship / Mine Layer"
delta,30120402,"Military Combatant / Mine Warfare Ship / Mine Sweeper"
delta,30120403,"Military Combatant / Mine Warfare Ship / Mine Sweeper, Drone"
delta,30120404,"Military Combatant / Mine Warfare Ship / Mine Hunter"
delta,30120405,"Military Combatant / Mine Warfare Ship / Mine Countermeasures"
delta,30120406,"Military Combatant / Mine Warfare Ship / Mine Countermeasures, Support Ship"
delta,30120500,"Military Combatant / Patrol Boat"
delta,30120501,"Military Combatant / Patrol Boat / Patrol Craft, Submarine Chaser/Escort, General"
delta,30120502,"Military Combatant / Patrol Boat / Patrol Ship, General"
delta,30120600,"Military Combatant / Decoy"
delta,30120700,"Military Combatant / Unmanned Surface Water Vehicle (USV)"
delta,30120800,"Military Combatant / Speedboat"
delta,30120801,"Military Combatant / Speedboat / Rigid-Hull Inflatable Boat (RHIB)"
delta,30120900,"Military Combatant / Jet Ski"
delta,30121000,"Military Combatant / Navy Task Organization"
delta,30121001,"Military Combatant / Navy Task Organization / Navy Task Element"
delta,30121002,"Military Combatant / Navy Task Organization / Navy Task Force"
delta,30121003,"Military Combatant / Navy Task Organization / Navy Task Group"
delta,30121004,"Military Combatant / Navy Task Organization / Navy Task Unit"
delta,30121005,"Military Combatant / Navy Task Organization / Convoy"
delta,30121100,"Military Combatant / Sea-Based X-Band (SBX) Radar"
delta,30130000,"Military Noncombatant"
delta,30130100,"Military Noncombatant / Auxiliary Ship"
delta,30130101,"Military Noncombatant / Auxiliary Ship / Ammunition Ship"
delta,30130102,"Military Noncombatant / Auxiliary Ship / Naval Stores Ship"
delta,30130103,"Military Noncombatant / Auxiliary Ship / Auxiliary Flag Ship"
delta,30130104,"Military Noncombatant / Auxiliary Ship / Intelligence Collector"
delta,30130105,"Military Noncombatant / Auxiliary Ship / Oceanographic Research Ship"
delta,30130106,"Military Noncombatant / Auxiliary Ship / Survey Ship"
delta,30130107,"Military Noncombatant / Auxiliary Ship / Hospital Ship"
delta,30130108,"Military Noncombatant / Auxiliary Ship / Naval Cargo Ship"
delta,30130109,"Military Noncombatant / Auxiliary Ship / Combat Support Ship, Fast"
delta,30130110,"Military Noncombatant / Auxiliary Ship / Oiler, Replenishment"
delta,30130111,"Military Noncombatant / Auxiliary Ship / Repair Ship"
delta,30130112,"Military Noncombatant / Auxiliary Ship / Submarine Tender"
delta,30130113,"Military Noncombatant / Auxiliary Ship / Tug, Ocean Going"
delta,30130200,"Military Noncombatant / Service Craft/Yard"
delta,30130201,"Military Noncombatant / Service Craft/Yard / Barge, Not Self-Propelled"
delta,30130202,"Military Noncombatant / Service Craft/Yard / Barge, Self-Propelled"
delta,30130203,"Military Noncombatant / Service Craft/Yard / Tug, Harbor"
delta,30130204,"Military Noncombatant / Service Craft/Yard / Launch"
delta,30140000,"Civilian"
delta,30140100,"Civilian / Merchant Ship"
delta,30140101,"Civilian / Merchant Ship / Cargo, General"
delta,30140102,"Civilian / Merchant Ship / Container Ship"
delta,30140103,"Civilian / Merchant Ship / Dredge"
delta,30140104,"Civilian / Merchant Ship / Roll On/Roll Off"
delta,30140105,"Civilian / Merchant Ship / Ferry"
delta,30140106,"Civilian / Merchant Ship / Heavy Lift"
delta,30140107,"Civilian / Merchant Ship / Hovercraft"
delta,30140108,"Civilian / Merchant Ship / Lash Carrier (with Barges)"
delta,30140109,"Civilian / Merchant Ship / Oiler/Tanker"
delta,30140110,"Civilian / Merchant Ship / Passenger"
delta,30140111,"Civilian / Merchant Ship / Tug, Ocean Going"
delta,30140112,"Civilian / Merchant Ship / Tow"
delta,30140113,"Civilian / Merchant Ship / Transport Ship, Hazardous Material"
delta,30140114,"Civilian / Merchant Ship / Junk/Dhow"
delta,30140115,"Civilian / Merchant Ship / Barge, Not Self-Propelled"
delta,30140116,"Civilian / Merchant Ship / Hospital Ship"
delta,30140200,"Civilian / Fishing Vessel"
delta,30140201,"Civilian / Fishing Vessel / Drifter"
delta,30140202,"Civilian / Fishing Vessel / Trawler"
delta,30140203,"Civilian / Fishing Vessel / Dredger"
delta,30140300,"Civilian / Law Enforcement Vessel"
delta,30140400,"Civilian / Leisure Craft, Sailing"
delta,30140500,"Civilian / Leisure Craft, Motorized"
delta,30140501,"Civilian / Leisure Craft, Motorized / Rigid-Hull Inflatable Boat (RHIB)"
delta,30140502,"Civilian / Leisure Craft, Motorized / Speedboat"
delta,30140600,"Civilian / Jet Ski"
delta,30140700,"Civilian / Unmanned Surface Water Vehicle (USV)"
delta,30150000,"Own Ship"
delta,30160000,"Fused Track"
delta,30170000,"Manual Track"
delta,05110000,"Military"
delta,05110100,"Military / Space Vehicle"
delta,05110200,"Military / Re-Entry Vehicle"
delta,05110300,"Military / Planet Lander"
delta,05110400,"Military / Orbiter Shuttle"
delta,05110500,"Military / Capsule"
delta,05110600,"Military / Satellite, General"
delta,05110700,"Military / Satellite"
delta,05110800,"Military / Antisatellite Weapon"
delta,05110900,"Military / Astronomical Satellite"
delta,05111000,"Military / Biosatellite"
delta,05111100,"Military / Communications Satellite"
delta,05111200,"Military / Earth Observation Satellite"
delta,05111300,"Military / Miniaturized Satellite"
delta,05111400,"Military / Navigational Satellite"
delta,05111500,"Military / Reconnaissance Satellite"
delta,05111600,"Military / Space Station"
delta,05111700,"Military / Tethered Satellite"
delta,05111800,"Military / Weather Satellite"
delta,05111900,"Military / Space Launched Vehicle (SLV)"
delta,05120000,"Civilian"
delta,05120100,"Civilian / Orbiter Shuttle"
delta,05120200,"Civilian / Capsule"
delta,05120300,"Civilian / Satellite"
delta,05120400,"Civilian / Astronomical Satellite"
delta,05120500,"Civilian / Biosatellite"
delta,05120600,"Civilian / Communications Satellite"
delta,05120700,"Civilian / Earth Observation Satellite"
delta,05120800,"Civilian / Miniaturized Satellite"
delta,05120900,"Civilian / Navigational Satellite"
delta,05121000,"Civilian / Space Station"
delta,05121100,"Civilian / Tethered Satellite"
delta,05121200,"Civilian / Weather Satellite"
delta,05130000,"Manual Track"
delta,06110000,"Missile"
